server	ncores	nthreads	filesize	total_connections	total_requests	total_replies	total_test_duration	connection_rate_per_sec	connection_time_avg	connection_time_max	reply_time_response	reply_time_transfer	reply_size_header	reply_size_content	reply_size_footer	reply_size_total	reply_status_1xx	reply_status_2xx	reply_status_3xx	reply_status_4xx	reply_status_5xx	cpu_time_user_sec	cpu_time_system_sec	cpu_time_user_pct	cpu_time_system_pct	cpu_time_total_pct	net_io_kb_sec	net_io_bps	errors_total	errors_client_timeout	errors_socket_timeout	errors_conn_refused	errors_conn_reset	errors_fd_unavail	errors_addr_unavail	errors_ftab_full	errors_other
msq-server-signal	8	4	281b	60000	58975	57538	15.132	3965.2	11.0	85.0	5.7	0.0	19.0	281.0	0.0	300.0	0	57538	0	0	0	7.53	7.56	49.7	50.0	99.7	1376.6	11.3*10^6	2462	2462	0	0	0	0	0	0	0
msq-server-signal	8	4	281b	75000	74744	74551	15.003	4999.1	10.5	92.7	5.2	0.1	19.0	281.0	0.0	300.0	0	74551	0	0	0	7.02	7.94	46.8	52.9	99.7	1791.5	14.7*10^6	449	449	0	0	0	0	0	0	0
msq-server-signal	8	4	281b	90000	89837	89701	14.999	6000.3	0.9	13.5	0.4	0.0	19.0	281.0	0.0	300.0	0	89701	0	0	0	7.42	7.53	49.5	50.2	99.7	2155.6	17.7*10^6	299	299	0	0	0	0	0	0	0
msq-server-signal	8	4	281b	30000	29893	29780	15.104	1986.2	2.2	109.5	1.1	0.0	19.0	281.0	0.0	300.0	0	29780	0	0	0	9.41	5.66	62.3	37.5	99.8	711.0	5.8*10^6	220	220	0	0	0	0	0	0	0
msq-server-signal	8	4	281b	45000	44859	44661	15.000	3000.0	2.5	109.5	1.3	0.0	19.0	281.0	0.0	300.0	0	44661	0	0	0	8.61	6.34	57.4	42.3	99.7	1073.8	8.8*10^6	339	339	0	0	0	0	0	0	0
msq-server-signal	8	4	281b	60000	59972	59927	15.041	3989.2	2.3	24.6	1.1	0.0	19.0	281.0	0.0	300.0	0	59927	0	0	0	8.07	6.93	53.6	46.1	99.7	1436.0	11.8*10^6	73	73	0	0	0	0	0	0	0
msq-server-signal	8	4	281b	75000	70685	64589	15.099	4967.1	16.3	108.7	8.7	0.1	19.0	281.0	0.0	300.0	0	64589	0	0	0	7.12	7.94	47.2	52.6	99.7	1568.7	12.9*10^6	10411	10411	0	0	0	0	0	0	0
http-server-signal	8	4	281b	30000	29530	28705	15.000	2000.0	9.0	110.0	4.8	0.0	19.0	281.0	0.0	300.0	0	28705	0	0	0	8.77	6.19	58.5	41.3	99.8	693.3	5.7*10^6	1295	1295	0	0	0	0	0	0	0
http-server-signal	8	4	281b	45000	44972	44927	15.000	3000.1	2.3	91.5	1.2	0.0	19.0	281.0	0.0	300.0	0	44927	0	0	0	9.38	5.58	62.6	37.2	99.7	1079.5	8.8*10^6	73	73	0	0	0	0	0	0	0
http-server-signal	8	4	281b	60000	60000	59998	15.006	3998.3	0.8	16.1	0.4	0.0	19.0	281.0	0.0	300.0	0	59998	0	0	0	8.52	6.45	56.8	43.0	99.7	1440.8	11.8*10^6	2	2	0	0	0	0	0	0	0
http-server-signal	8	4	281b	75000	74991	74958	15.003	4999.1	0.5	12.6	0.2	0.0	19.0	281.0	0.0	300.0	0	74958	0	0	0	8.74	6.23	58.2	41.5	99.7	1800.6	14.8*10^6	42	42	0	0	0	0	0	0	0
http-server-signal	8	4	281b	90000	89995	89989	15.007	5997.1	0.5	8.5	0.2	0.0	19.0	281.0	0.0	300.0	0	89989	0	0	0	7.78	7.19	51.8	47.9	99.7	2160.8	17.7*10^6	11	11	0	0	0	0	0	0	0
http-server-signal	8	4	281b	30000	29968	29922	14.999	2000.2	3.2	83.2	1.6	0.0	19.0	281.0	0.0	300.0	0	29922	0	0	0	9.19	5.77	61.3	38.5	99.8	719.1	5.9*10^6	78	78	0	0	0	0	0	0	0
http-server-signal	8	4	281b	45000	43168	39537	14.999	3000.2	18.2	111.1	9.7	0.1	19.0	281.0	0.0	300.0	0	39537	0	0	0	7.21	7.75	48.0	51.7	99.7	966.2	7.9*10^6	5463	5463	0	0	0	0	0	0	0
http-server-signal	8	4	281b	60000	59264	58278	15.012	3996.7	11.0	97.4	5.6	0.0	19.0	281.0	0.0	300.0	0	58278	0	0	0	7.28	7.69	48.5	51.2	99.7	1403.3	11.5*10^6	1722	1722	0	0	0	0	0	0	0
http-server-signal	8	4	281b	75000	74993	74984	15.004	4998.7	1.7	17.5	0.8	0.0	19.0	281.0	0.0	300.0	0	74984	0	0	0	7.93	7.04	52.8	46.9	99.7	1800.9	14.8*10^6	16	16	0	0	0	0	0	0	0
http-server-signal	8	4	281b	90000	89583	89115	14.999	6000.3	4.0	97.8	2.1	0.0	19.0	281.0	0.0	300.0	0	89115	0	0	0	7.08	7.87	47.2	52.5	99.7	2143.0	17.6*10^6	885	885	0	0	0	0	0	0	0
http-server-signal	8	4	281b	30000	29998	29998	15.000	2000.0	1.5	13.2	0.7	0.0	19.0	281.0	0.0	300.0	0	29998	0	0	0	9.47	5.50	63.1	36.7	99.8	720.7	5.9*10^6	2	2	0	0	0	0	0	0	0
http-server-signal	8	4	281b	45000	44997	44991	15.000	3000.0	1.4	11.8	0.7	0.0	19.0	281.0	0.0	300.0	0	44991	0	0	0	8.66	6.30	57.7	42.0	99.8	1080.9	8.9*10^6	9	9	0	0	0	0	0	0	0
http-server-signal	8	4	281b	60000	59964	59912	15.023	3993.8	4.2	86.0	2.1	0.0	19.0	281.0	0.0	300.0	0	59912	0	0	0	8.01	6.98	53.3	46.5	99.7	1437.3	11.8*10^6	88	88	0	0	0	0	0	0	0
http-server-signal	8	4	281b	75000	74792	74558	15.004	4998.8	2.1	73.8	1.1	0.0	19.0	281.0	0.0	300.0	0	74558	0	0	0	7.96	7.00	53.1	46.7	99.7	1791.8	14.7*10^6	442	442	0	0	0	0	0	0	0
http-server-broadcast	8	32	281b	30000	28713	26706	14.999	2000.1	11.2	109.9	6.4	0.0	19.0	281.0	0.0	300.0	0	26706	0	0	0	8.20	6.75	54.7	45.0	99.7	650.6	5.3*10^6	3294	3294	0	0	0	0	0	0	0
http-server-broadcast	8	32	281b	45000	44973	44937	15.000	3000.0	2.8	73.6	1.4	0.0	19.0	281.0	0.0	300.0	0	44937	0	0	0	8.35	6.60	55.7	44.0	99.7	1079.7	8.8*10^6	63	63	0	0	0	0	0	0	0
http-server-broadcast	8	32	281b	60000	59459	58825	15.080	3978.7	8.2	99.5	4.2	0.1	19.0	281.0	0.0	300.0	0	58825	0	0	0	7.60	7.44	50.4	49.3	99.7	1408.5	11.5*10^6	1175	1175	0	0	0	0	0	0	0
http-server-broadcast	8	32	281b	75000	72986	70062	15.004	4998.5	10.1	98.7	5.4	0.1	19.0	281.0	0.0	300.0	0	70062	0	0	0	7.04	7.91	46.9	52.8	99.7	1695.8	13.9*10^6	4938	4938	0	0	0	0	0	0	0
http-server-broadcast	8	64	281b	30000	30000	30000	14.999	2000.2	0.5	2.1	0.2	0.0	19.0	281.0	0.0	300.0	0	30000	0	0	0	9.35	5.62	62.3	37.5	99.8	720.8	5.9*10^6	0	0	0	0	0	0	0	0	0
http-server-broadcast	8	64	281b	45000	44999	44994	14.999	3000.2	0.5	6.2	0.3	0.0	19.0	281.0	0.0	300.0	0	44994	0	0	0	8.94	6.02	59.6	40.2	99.7	1081.0	8.9*10^6	6	6	0	0	0	0	0	0	0
http-server-broadcast	8	64	281b	60000	59980	59928	15.006	3998.3	0.5	14.8	0.3	0.0	19.0	281.0	0.0	300.0	0	59928	0	0	0	8.91	6.06	59.3	40.4	99.7	1439.3	11.8*10^6	72	72	0	0	0	0	0	0	0
http-server-broadcast	8	64	281b	75000	74961	74892	15.003	4999.1	0.6	13.6	0.3	0.0	19.0	281.0	0.0	300.0	0	74892	0	0	0	7.69	7.27	51.2	48.5	99.7	1799.1	14.7*10^6	108	108	0	0	0	0	0	0	0
msq-server-broadcast	8	32	281b	30000	30000	30000	14.999	2000.2	0.5	1.8	0.2	0.0	19.0	281.0	0.0	300.0	0	30000	0	0	0	9.67	5.29	64.5	35.3	99.8	720.8	5.9*10^6	0	0	0	0	0	0	0	0	0
msq-server-broadcast	8	32	281b	45000	44999	44990	14.999	3000.2	0.5	5.6	0.2	0.0	19.0	281.0	0.0	300.0	0	44990	0	0	0	9.09	5.87	60.6	39.1	99.7	1080.9	8.9*10^6	10	10	0	0	0	0	0	0	0
msq-server-broadcast	8	32	281b	60000	59997	59979	15.006	3998.3	0.5	8.7	0.3	0.0	19.0	281.0	0.0	300.0	0	59979	0	0	0	8.51	6.46	56.7	43.0	99.7	1440.4	11.8*10^6	21	21	0	0	0	0	0	0	0
msq-server-broadcast	8	32	281b	75000	74897	74855	15.003	4999.1	0.5	21.4	0.3	0.0	19.0	281.0	0.0	300.0	0	74855	0	0	0	7.91	7.05	52.7	47.0	99.7	1798.1	14.7*10^6	145	145	0	0	0	0	0	0	0
msq-server-signal	8	1	281b	30000	30000	30000	14.999	2000.1	0.5	3.8	0.2	0.0	19.0	281.0	0.0	300.0	0	30000	0	0	0	9.93	5.03	66.2	33.6	99.8	720.8	5.9*10^6	0	0	0	0	0	0	0	0	0
msq-server-signal	8	1	281b	45000	44999	44995	14.999	3000.2	0.4	5.5	0.2	0.0	19.0	281.0	0.0	300.0	0	44995	0	0	0	9.68	5.28	64.5	35.2	99.8	1081.0	8.9*10^6	5	5	0	0	0	0	0	0	0
msq-server-signal	8	1	281b	60000	60000	60000	15.006	3998.3	0.5	7.9	0.2	0.0	19.0	281.0	0.0	300.0	0	60000	0	0	0	9.21	5.76	61.4	38.4	99.8	1440.8	11.8*10^6	0	0	0	0	0	0	0	0	0
msq-server-signal	8	1	281b	75000	74995	74970	15.003	4999.0	0.5	11.6	0.2	0.0	19.0	281.0	0.0	300.0	0	74970	0	0	0	8.86	6.10	59.1	40.7	99.7	1800.8	14.8*10^6	30	30	0	0	0	0	0	0	0
msq-server-signal	8	1	281b	90000	89172	88070	15.000	6000.2	5.9	110.9	3.1	0.1	19.0	281.0	0.0	300.0	0	88070	0	0	0	7.11	7.84	47.4	52.3	99.7	2120.8	17.4*10^6	1930	1930	0	0	0	0	0	0	0
msq-server-signal	8	1	281b	30000	30000	30000	15.000	2000.0	1.7	9.8	0.8	0.0	19.0	281.0	0.0	300.0	0	30000	0	0	0	9.27	5.69	61.8	38.0	99.8	720.7	5.9*10^6	0	0	0	0	0	0	0	0	0
msq-server-signal	8	1	281b	45000	44930	44856	15.015	2996.9	3.7	74.9	1.9	0.0	19.0	281.0	0.0	300.0	0	44856	0	0	0	8.37	6.60	55.8	44.0	99.7	1076.8	8.8*10^6	144	144	0	0	0	0	0	0	0
msq-server-signal	8	1	281b	60000	59996	59994	15.007	3998.2	1.1	9.2	0.5	0.0	19.0	281.0	0.0	300.0	0	59994	0	0	0	8.40	6.56	56.0	43.7	99.7	1440.6	11.8*10^6	6	6	0	0	0	0	0	0	0
msq-server-signal	8	1	281b	75000	74943	74867	15.003	4999.1	0.8	13.5	0.4	0.0	19.0	281.0	0.0	300.0	0	74867	0	0	0	7.86	7.10	52.4	47.3	99.7	1798.6	14.7*10^6	133	133	0	0	0	0	0	0	0
msq-server-signal	8	1	281b	90000	89884	89771	14.999	6000.2	3.3	96.8	1.7	0.0	19.0	281.0	0.0	300.0	0	89771	0	0	0	7.43	7.52	49.5	50.2	99.7	2157.2	17.7*10^6	229	229	0	0	0	0	0	0	0
msq-server-signal	8	1	281b	30000	29998	29998	14.999	2000.2	0.4	14.9	0.2	0.0	19.0	281.0	0.0	300.0	0	29998	0	0	0	9.62	5.34	64.1	35.6	99.7	720.7	5.9*10^6	2	2	0	0	0	0	0	0	0
msq-server-signal	8	1	281b	45000	45000	44999	14.999	3000.2	0.5	5.5	0.2	0.0	19.0	281.0	0.0	300.0	0	44999	0	0	0	9.13	5.83	60.9	38.9	99.8	1081.1	8.9*10^6	1	1	0	0	0	0	0	0	0
msq-server-signal	8	1	281b	60000	59998	59983	15.006	3998.3	0.5	7.7	0.2	0.0	19.0	281.0	0.0	300.0	0	59983	0	0	0	8.58	6.38	57.2	42.5	99.7	1440.5	11.8*10^6	17	17	0	0	0	0	0	0	0
msq-server-signal	8	1	281b	75000	74948	74859	15.003	4999.1	0.7	11.8	0.3	0.0	19.0	281.0	0.0	300.0	0	74859	0	0	0	8.14	6.82	54.2	45.5	99.7	1798.4	14.7*10^6	141	141	0	0	0	0	0	0	0
msq-server-signal	8	1	281b	90000	89948	89884	14.999	6000.4	0.5	13.7	0.3	0.0	19.0	281.0	0.0	300.0	0	89884	0	0	0	7.50	7.46	50.0	49.7	99.7	2159.7	17.7*10^6	116	116	0	0	0	0	0	0	0
msq-server-signal	8	1	281b	30000	29841	29585	15.000	1999.9	4.5	108.4	2.3	0.0	19.0	281.0	0.0	300.0	0	29585	0	0	0	9.21	5.75	61.4	38.3	99.7	711.9	5.8*10^6	415	415	0	0	0	0	0	0	0
msq-server-signal	8	1	281b	45000	44997	44995	14.999	3000.2	0.4	5.3	0.2	0.0	19.0	281.0	0.0	300.0	0	44995	0	0	0	8.88	6.08	59.2	40.5	99.7	1081.0	8.9*10^6	5	5	0	0	0	0	0	0	0
msq-server-signal	8	1	281b	60000	59998	59987	15.006	3998.3	0.5	7.9	0.2	0.0	19.0	281.0	0.0	300.0	0	59987	0	0	0	8.56	6.40	57.0	42.7	99.7	1440.5	11.8*10^6	13	13	0	0	0	0	0	0	0
msq-server-signal	8	1	281b	75000	74990	74958	15.003	4999.1	0.5	11.5	0.2	0.0	19.0	281.0	0.0	300.0	0	74958	0	0	0	7.78	7.19	51.8	47.9	99.7	1800.6	14.8*10^6	42	42	0	0	0	0	0	0	0
lcrq-server-broadcast	8	64	281b	30000	30000	30000	14.999	2000.1	0.9	7.7	0.4	0.0	19.0	281.0	0.0	300.0	0	30000	0	0	0	9.58	5.38	63.9	35.9	99.8	720.8	5.9*10^6	0	0	0	0	0	0	0	0	0
lcrq-server-broadcast	8	64	281b	45000	44924	44862	14.999	3000.2	1.2	10.8	0.6	0.1	19.0	281.0	0.0	300.0	0	44862	0	0	0	9.02	5.94	60.2	39.6	99.8	1078.1	8.8*10^6	138	138	0	0	0	0	0	0	0
lcrq-server-broadcast	8	64	281b	60000	59654	59474	15.008	3998.0	0.9	39.3	0.4	0.0	19.0	281.0	0.0	300.0	0	59474	0	0	0	8.22	6.76	54.8	45.1	99.8	1428.8	11.7*10^6	526	526	0	0	0	0	0	0	0
lcrq-server-broadcast	8	64	281b	75000	74694	74619	15.003	4999.1	0.6	33.7	0.3	0.0	19.0	281.0	0.0	300.0	0	74619	0	0	0	7.97	6.99	53.1	46.6	99.7	1792.6	14.7*10^6	381	381	0	0	0	0	0	0	0
lcrq-server-broadcast	8	32	281b	30000	29980	29978	14.999	2000.2	0.5	22.3	0.2	0.0	19.0	281.0	0.0	300.0	0	29978	0	0	0	9.62	5.34	64.2	35.6	99.8	720.2	5.9*10^6	22	22	0	0	0	0	0	0	0
lcrq-server-broadcast	8	32	281b	45000	44989	44950	14.999	3000.2	0.5	13.2	0.2	0.0	19.0	281.0	0.0	300.0	0	44950	0	0	0	9.00	5.96	60.0	39.7	99.7	1080.1	8.8*10^6	50	50	0	0	0	0	0	0	0
lcrq-server-broadcast	8	32	281b	60000	59921	59865	15.006	3998.3	0.6	10.8	0.3	0.0	19.0	281.0	0.0	300.0	0	59865	0	0	0	8.43	6.53	56.2	43.5	99.7	1437.8	11.8*10^6	135	135	0	0	0	0	0	0	0
lcrq-server-broadcast	8	32	281b	75000	74874	74770	15.003	4999.0	0.5	13.3	0.3	0.0	19.0	281.0	0.0	300.0	0	74770	0	0	0	7.97	6.98	53.2	46.6	99.7	1796.4	14.7*10^6	230	230	0	0	0	0	0	0	0
http-server-signal	8	1	281b	30000	30000	30000	14.999	2000.2	0.4	2.6	0.2	0.0	19.0	281.0	0.0	300.0	0	30000	0	0	0	9.89	5.07	66.0	33.8	99.7	720.8	5.9*10^6	0	0	0	0	0	0	0	0	0
http-server-signal	8	1	281b	45000	45000	44997	14.999	3000.2	0.4	5.6	0.2	0.0	19.0	281.0	0.0	300.0	0	44997	0	0	0	9.25	5.71	61.7	38.1	99.8	1081.1	8.9*10^6	3	3	0	0	0	0	0	0	0
http-server-signal	8	1	281b	60000	59998	59986	15.006	3998.3	0.5	8.0	0.3	0.0	19.0	281.0	0.0	300.0	0	59986	0	0	0	8.61	6.36	57.4	42.4	99.7	1440.5	11.8*10^6	14	14	0	0	0	0	0	0	0
http-server-signal	8	1	281b	75000	74981	74943	15.003	4999.1	0.6	12.1	0.3	0.0	19.0	281.0	0.0	300.0	0	74943	0	0	0	7.84	7.12	52.2	47.5	99.7	1800.2	14.7*10^6	57	57	0	0	0	0	0	0	0
http-server-signal	8	1	281b	90000	88681	86484	15.002	5999.2	6.3	108.8	3.3	0.1	19.0	281.0	0.0	300.0	0	86484	0	0	0	7.15	7.81	47.7	52.0	99.7	2087.2	17.1*10^6	3516	3516	0	0	0	0	0	0	0
http-server-signal	8	1	281b	30000	29997	29995	15.032	1995.8	2.3	65.3	1.1	0.0	19.0	281.0	0.0	300.0	0	29995	0	0	0	9.26	5.74	61.6	38.2	99.8	719.1	5.9*10^6	5	5	0	0	0	0	0	0	0
http-server-signal	8	1	281b	45000	44997	44994	14.999	3000.1	0.9	10.3	0.4	0.0	19.0	281.0	0.0	300.0	0	44994	0	0	0	9.05	5.91	60.3	39.4	99.7	1081.0	8.9*10^6	6	6	0	0	0	0	0	0	0
http-server-signal	8	1	281b	60000	59974	59937	15.006	3998.3	0.9	8.9	0.4	0.0	19.0	281.0	0.0	300.0	0	59937	0	0	0	8.97	6.01	59.8	40.0	99.8	1439.5	11.8*10^6	63	63	0	0	0	0	0	0	0
http-server-signal	8	1	281b	75000	74887	74826	15.003	4999.1	1.9	80.3	1.0	0.0	19.0	281.0	0.0	300.0	0	74826	0	0	0	7.97	6.99	53.2	46.6	99.7	1797.5	14.7*10^6	174	174	0	0	0	0	0	0	0
http-server-signal	8	1	281b	90000	89547	89006	15.028	5989.0	3.8	110.1	2.0	0.1	19.0	281.0	0.0	300.0	0	89006	0	0	0	7.74	7.25	51.5	48.3	99.7	2136.7	17.5*10^6	994	994	0	0	0	0	0	0	0
http-server-signal	8	1	281b	30000	30000	30000	14.999	2000.1	1.1	8.3	0.5	0.0	19.0	281.0	0.0	300.0	0	30000	0	0	0	9.79	5.17	65.3	34.5	99.8	720.8	5.9*10^6	0	0	0	0	0	0	0	0	0
http-server-signal	8	1	281b	45000	44994	44986	14.999	3000.2	0.7	13.7	0.3	0.0	19.0	281.0	0.0	300.0	0	44986	0	0	0	8.83	6.14	58.9	40.9	99.8	1080.8	8.9*10^6	14	14	0	0	0	0	0	0	0
http-server-signal	8	1	281b	60000	59975	59944	15.006	3998.3	1.1	9.2	0.5	0.0	19.0	281.0	0.0	300.0	0	59944	0	0	0	8.46	6.50	56.4	43.3	99.7	1439.6	11.8*10^6	56	56	0	0	0	0	0	0	0
http-server-signal	8	1	281b	75000	74988	74956	15.003	4999.1	0.5	13.6	0.3	0.0	19.0	281.0	0.0	300.0	0	74956	0	0	0	8.00	6.96	53.3	46.4	99.7	1800.5	14.7*10^6	44	44	0	0	0	0	0	0	0
http-server-signal	8	1	281b	90000	89998	89993	14.999	6000.3	0.6	6.3	0.3	0.0	19.0	281.0	0.0	300.0	0	89993	0	0	0	7.48	7.48	49.8	49.9	99.7	2162.1	17.7*10^6	7	7	0	0	0	0	0	0	0
http-server-signal	8	1	281b	30000	29699	29211	14.999	2000.1	7.0	111.2	3.7	0.0	19.0	281.0	0.0	300.0	0	29211	0	0	0	8.76	6.20	58.4	41.4	99.8	704.0	5.8*10^6	789	789	0	0	0	0	0	0	0
http-server-signal	8	1	281b	45000	44987	44981	15.015	2997.0	3.4	64.0	1.7	0.0	19.0	281.0	0.0	300.0	0	44981	0	0	0	9.04	5.94	60.2	39.6	99.7	1079.5	8.8*10^6	19	19	0	0	0	0	0	0	0
http-server-signal	8	1	281b	60000	59945	59882	15.006	3998.3	5.0	88.4	2.5	0.0	19.0	281.0	0.0	300.0	0	59882	0	0	0	8.00	6.97	53.3	46.4	99.7	1438.2	11.8*10^6	118	118	0	0	0	0	0	0	0
http-server-signal	8	1	281b	75000	74580	73979	15.003	4999.0	1.9	76.0	1.0	0.0	19.0	281.0	0.0	300.0	0	73979	0	0	0	8.56	6.41	57.1	42.7	99.8	1779.6	14.6*10^6	1021	1021	0	0	0	0	0	0	0
http-server-signal	8	32	281b	30000	30000	30000	14.999	2000.2	1.3	7.4	0.6	0.0	19.0	281.0	0.0	300.0	0	30000	0	0	0	10.24	4.73	68.2	31.5	99.8	720.8	5.9*10^6	0	0	0	0	0	0	0	0	0
http-server-signal	8	32	281b	45000	44515	43709	15.022	2995.5	8.7	109.4	4.5	0.0	19.0	281.0	0.0	300.0	0	43709	0	0	0	8.02	6.96	53.4	46.3	99.7	1052.1	8.6*10^6	1291	1291	0	0	0	0	0	0	0
http-server-signal	8	32	281b	60000	60000	60000	15.007	3998.2	1.3	6.9	0.6	0.0	19.0	281.0	0.0	300.0	0	60000	0	0	0	8.17	6.79	54.5	45.2	99.7	1440.8	11.8*10^6	0	0	0	0	0	0	0	0	0
http-server-signal	8	32	281b	75000	74349	73439	15.004	4998.7	6.3	89.3	3.3	0.0	19.0	281.0	0.0	300.0	0	73439	0	0	0	7.39	7.58	49.3	50.5	99.7	1767.9	14.5*10^6	1561	1561	0	0	0	0	0	0	0
http-server-broadcast	8	4	281b	30000	30000	30000	14.999	2000.2	1.0	6.3	0.5	0.0	19.0	281.0	0.0	300.0	0	30000	0	0	0	9.36	5.61	62.4	37.4	99.8	720.8	5.9*10^6	0	0	0	0	0	0	0	0	0
http-server-broadcast	8	4	281b	45000	43484	38972	14.999	3000.2	15.3	108.5	8.4	0.1	19.0	281.0	0.0	300.0	0	38972	0	0	0	7.45	7.51	49.6	50.1	99.7	956.6	7.8*10^6	6028	6028	0	0	0	0	0	0	0
http-server-broadcast	8	4	281b	60000	58684	56596	15.007	3998.1	8.7	109.6	4.7	0.1	19.0	281.0	0.0	300.0	0	56596	0	0	0	7.64	7.33	50.9	48.8	99.7	1368.4	11.2*10^6	3404	3404	0	0	0	0	0	0	0
http-server-broadcast	8	4	281b	75000	74989	74956	15.003	4999.1	0.5	13.0	0.3	0.0	19.0	281.0	0.0	300.0	0	74956	0	0	0	8.14	6.82	54.2	45.5	99.7	1800.5	14.7*10^6	44	44	0	0	0	0	0	0	0
http-server-broadcast	8	4	281b	90000	89646	89253	14.999	6000.4	6.1	103.2	3.1	0.1	19.0	281.0	0.0	300.0	0	89253	0	0	0	6.96	7.99	46.4	53.3	99.7	2146.1	17.6*10^6	747	747	0	0	0	0	0	0	0
http-server-broadcast	8	4	281b	30000	30000	30000	15.000	2000.0	1.7	23.2	0.8	0.0	19.0	281.0	0.0	300.0	0	30000	0	0	0	9.21	5.75	61.4	38.3	99.8	720.7	5.9*10^6	0	0	0	0	0	0	0	0	0
http-server-broadcast	8	4	281b	45000	44924	44804	15.001	2999.9	6.3	96.2	3.2	0.0	19.0	281.0	0.0	300.0	0	44804	0	0	0	8.96	6.00	59.7	40.0	99.7	1076.8	8.8*10^6	196	196	0	0	0	0	0	0	0
http-server-broadcast	8	4	281b	60000	59918	59819	15.008	3998.0	3.9	102.4	2.0	0.0	19.0	281.0	0.0	300.0	0	59819	0	0	0	7.92	7.05	52.7	47.0	99.7	1436.8	11.8*10^6	181	181	0	0	0	0	0	0	0
http-server-broadcast	8	4	281b	75000	74403	73757	15.034	4988.7	12.1	95.8	6.2	0.1	19.0	281.0	0.0	300.0	0	73757	0	0	0	6.82	8.17	45.4	54.3	99.7	1770.8	14.5*10^6	1243	1243	0	0	0	0	0	0	0
http-server-broadcast	8	4	281b	90000	89990	89972	15.086	5965.7	0.6	6.9	0.3	0.0	19.0	281.0	0.0	300.0	0	89972	0	0	0	7.65	7.39	50.7	49.0	99.7	2149.2	17.6*10^6	28	28	0	0	0	0	0	0	0
http-server-broadcast	8	4	281b	30000	29991	29980	14.999	2000.2	0.6	13.5	0.3	0.0	19.0	281.0	0.0	300.0	0	29980	0	0	0	9.49	5.47	63.3	36.5	99.8	720.3	5.9*10^6	20	20	0	0	0	0	0	0	0
http-server-broadcast	8	4	281b	45000	44988	44985	14.999	3000.2	0.5	10.7	0.2	0.0	19.0	281.0	0.0	300.0	0	44985	0	0	0	8.71	6.25	58.1	41.7	99.7	1080.8	8.9*10^6	15	15	0	0	0	0	0	0	0
http-server-broadcast	8	4	281b	60000	59986	59958	15.006	3998.3	0.6	15.4	0.3	0.0	19.0	281.0	0.0	300.0	0	59958	0	0	0	8.38	6.58	55.8	43.9	99.7	1439.9	11.8*10^6	42	42	0	0	0	0	0	0	0
http-server-broadcast	8	4	281b	75000	72373	68573	15.003	4998.9	8.1	108.7	4.6	0.1	19.0	281.0	0.0	300.0	0	68573	0	0	0	7.27	7.69	48.4	51.3	99.7	1664.1	13.6*10^6	6427	6427	0	0	0	0	0	0	0
